id_venta,ciudad,tienda,categoria,producto,cantidad,precio_unitario
4444,Cali,Tienda Premium,Hogar,Licuadora,10,180000
4445,Cali,Tienda Occidente,Deportes,Bicicleta,16,1800000
4446,Cartagena,Tienda Premium,Tecnología,Mouse,10,45000
4447,Cali,Tienda Premium,Tecnología,Portatil,4,2500000
4448,Medellín,Tienda Centro,Tecnología,Teclado,6,85000
4449,Barranquilla,Tienda Centro,Tecnología,Teclado,4,85000
4450,Cali,Tienda Occidente,Tecnología,Mouse,5,45000
4451,Medellín,Tienda Centro,Deportes,Pesas,14,250000
4452,Barranquilla,Tienda Norte,Deportes,Caminadora,6,3200000
4453,Bogotá,Tienda Premium,Tecnología,Impresora,19,600000
4454,Barranquilla,Tienda Premium,Tecnología,Impresora,3,600000
4455,Cartagena,Tienda Sur,Hogar,Licuadora,10,180000
4456,Cartagena,Tienda Norte,Deportes,Caminadora,10,3200000
4457,Cartagena,Tienda Premium,Tecnología,Impresora,20,600000
4458,Cali,Tienda Sur,Deportes,Bicicleta,9,1800000
4459,Cartagena,Tienda Sur,Tecnología,Mouse,7,45000
4460,Cartagena,Tienda Centro,Hogar,Microondas,6,450000
4461,Cali,Tienda Occidente,Deportes,Pesas,10,250000
4462,Cali,Tienda Premium,Deportes,Balón,6,90000
4463,Cali,Tienda Norte,Deportes,Bicicleta,3,1800000
4464,Cali,Tienda Occidente,Tecnología,Mouse,4,45000
4465,Cali,Tienda Occidente,Hogar,Ventilador,1,250000
4466,Bogotá,Tienda Sur,Tecnología,Impresora,19,600000
4467,Medellín,Tienda Occidente,Hogar,Ventilador,17,250000
4468,Medellín,Tienda Sur,Tecnología,Monitor,16,750000
4469,Bogotá,Tienda Centro,Hogar,Cafetera,5,120000
4470,Cali,Tienda Norte,Tecnología,Portatil,8,2500000
4471,Medellín,Tienda Occidente,Deportes,Bicicleta,17,1800000
4472,Bogotá,Tienda Occidente,Tecnología,Monitor,11,750000
4473,Cali,Tienda Occidente,Tecnología,Monitor,4,750000
4474,Barranquilla,Tienda Sur,Hogar,Microondas,4,450000
4475,Bogotá,Tienda Premium,Deportes,Pesas,8,250000
4476,Cali,Tienda Premium,Tecnología,Portatil,13,2500000
4477,Cartagena,Tienda Sur,Hogar,Cafetera,14,120000
4478,Barranquilla,Tienda Occidente,Deportes,Caminadora,19,3200000
4479,Medellín,Tienda Sur,Hogar,Licuadora,9,180000
4480,Barranquilla,Tienda Centro,Hogar,Cafetera,15,120000
4481,Medellín,Tienda Norte,Hogar,Licuadora,1,180000
4482,Bogotá,Tienda Centro,Hogar,Licuadora,11,180000
4483,Bogotá,Tienda Centro,Hogar,Nevera,5,2200000
4484,Cali,Tienda Occidente,Tecnología,Impresora,3,600000
4485,Bogotá,Tienda Occidente,Deportes,Guantes,9,65000
4486,Cali,Tienda Premium,Tecnología,Portatil,19,2500000
4487,Barranquilla,Tienda Premium,Hogar,Nevera,9,2200000
4488,Barranquilla,Tienda Occidente,Deportes,Bicicleta,6,1800000
4489,Cali,Tienda Sur,Deportes,Bicicleta,10,1800000
4490,Cali,Tienda Premium,Tecnología,Portatil,5,2500000
4491,Barranquilla,Tienda Norte,Hogar,Nevera,14,2200000
4492,Cali,Tienda Centro,Deportes,Guantes,11,65000
4493,Cartagena,Tienda Centro,Hogar,Licuadora,19,180000
4494,Bogotá,Tienda Occidente,Hogar,Nevera,16,2200000
4495,Medellín,Tienda Centro,Tecnología,Portatil,11,2500000
4496,Medellín,Tienda Occidente,Hogar,Nevera,7,2200000
4497,Medellín,Tienda Occidente,Tecnología,Teclado,16,85000
4498,Cartagena,Tienda Centro,Hogar,Microondas,6,450000
4499,Cali,Tienda Occidente,Tecnología,Mouse,5,45000
4500,Cartagena,Tienda Sur,Hogar,Microondas,18,450000
4501,Cartagena,Tienda Occidente,Tecnología,Teclado,7,85000
4502,Medellín,Tienda Occidente,Hogar,Cafetera,10,120000
4503,Bogotá,Tienda Norte,Tecnología,Mouse,1,45000
4504,Cartagena,Tienda Premium,Tecnología,Monitor,18,750000
4505,Medellín,Tienda Norte,Tecnología,Mouse,13,45000
4506,Bogotá,Tienda Centro,Hogar,Ventilador,1,250000
4507,Cali,Tienda Sur,Hogar,Licuadora,17,180000
4508,Cali,Tienda Occidente,Hogar,Licuadora,18,180000
4509,Cartagena,Tienda Occidente,Deportes,Balón,4,90000
4510,Bogotá,Tienda Occidente,Deportes,Bicicleta,18,1800000
4511,Medellín,Tienda Centro,Hogar,Ventilador,15,250000
4512,Bogotá,Tienda Occidente,Tecnología,Portatil,19,2500000
4513,Medellín,Tienda Norte,Tecnología,Portatil,11,2500000
4514,Bogotá,Tienda Occidente,Tecnología,Impresora,2,600000
4515,Cartagena,Tienda Centro,Tecnología,Teclado,11,85000
4516,Bogotá,Tienda Sur,Deportes,Caminadora,13,3200000
4517,Medellín,Tienda Occidente,Deportes,Pesas,18,250000
4518,Bogotá,Tienda Norte,Hogar,Ventilador,14,250000
4519,Medellín,Tienda Sur,Deportes,Guantes,14,65000
4520,Cartagena,Tienda Occidente,Deportes,Guantes,1,65000
4521,Cartagena,Tienda Sur,Hogar,Ventilador,20,250000
4522,Barranquilla,Tienda Sur,Hogar,Nevera,12,2200000
4523,Cali,Tienda Norte,Tecnología,Teclado,13,85000
4524,Barranquilla,Tienda Norte,Hogar,Microondas,2,450000
4525,Cartagena,Tienda Premium,Hogar,Cafetera,1,120000
4526,Cali,Tienda Centro,Hogar,Ventilador,18,250000
4527,Cartagena,Tienda Centro,Tecnología,Impresora,18,600000
4528,Medellín,Tienda Sur,Hogar,Microondas,18,450000
4529,Bogotá,Tienda Centro,Deportes,Caminadora,12,3200000
4530,Medellín,Tienda Norte,Hogar,Cafetera,1,120000
4531,Cali,Tienda Norte,Tecnología,Teclado,7,85000
4532,Cartagena,Tienda Centro,Hogar,Cafetera,10,120000
4533,Cartagena,Tienda Centro,Deportes,Bicicleta,3,1800000
4534,Cartagena,Tienda Norte,Tecnología,Impresora,8,600000
4535,Cartagena,Tienda Sur,Deportes,Bicicleta,1,1800000
4536,Cartagena,Tienda Norte,Hogar,Licuadora,2,180000
4537,Cartagena,Tienda Premium,Tecnología,Monitor,3,750000
4538,Cali,Tienda Norte,Tecnología,Mouse,13,45000
4539,Bogotá,Tienda Norte,Deportes,Balón,8,90000
4540,Cartagena,Tienda Premium,Tecnología,Teclado,11,85000
4541,Bogotá,Tienda Occidente,Deportes,Pesas,6,250000
4542,Medellín,Tienda Premium,Tecnología,Portatil,5,2500000
4543,Barranquilla,Tienda Centro,Tecnología,Mouse,11,45000
4544,Cali,Tienda Premium,Tecnología,Teclado,14,85000
4545,Medellín,Tienda Norte,Tecnología,Portatil,11,2500000
4546,Cartagena,Tienda Sur,Hogar,Cafetera,8,120000
4547,Cali,Tienda Occidente,Deportes,Caminadora,17,3200000
4548,Barranquilla,Tienda Sur,Hogar,Microondas,16,450000
4549,Cali,Tienda Norte,Tecnología,Impresora,18,600000
4550,Barranquilla,Tienda Sur,Tecnología,Impresora,9,600000
4551,Barranquilla,Tienda Centro,Deportes,Caminadora,16,3200000
4552,Bogotá,Tienda Sur,Deportes,Caminadora,16,3200000
4553,Cali,Tienda Norte,Hogar,Cafetera,11,120000
4554,Barranquilla,Tienda Norte,Tecnología,Monitor,5,750000
4555,Cartagena,Tienda Sur,Tecnología,Impresora,5,600000
4556,Cartagena,Tienda Norte,Tecnología,Mouse,13,45000
4557,Cartagena,Tienda Premium,Hogar,Cafetera,13,120000
4558,Barranquilla,Tienda Centro,Hogar,Licuadora,18,180000
4559,Barranquilla,Tienda Norte,Hogar,Microondas,6,450000
4560,Barranquilla,Tienda Norte,Tecnología,Monitor,12,750000
4561,Barranquilla,Tienda Occidente,Deportes,Pesas,2,250000
4562,Medellín,Tienda Centro,Deportes,Guantes,10,65000
4563,Bogotá,Tienda Sur,Tecnología,Impresora,18,600000
4564,Cartagena,Tienda Sur,Hogar,Licuadora,15,180000
4565,Bogotá,Tienda Occidente,Tecnología,Teclado,20,85000
4566,Cali,Tienda Norte,Tecnología,Monitor,20,750000
4567,Cali,Tienda Centro,Tecnología,Impresora,13,600000
4568,Barranquilla,Tienda Premium,Hogar,Cafetera,5,120000
4569,Cartagena,Tienda Sur,Deportes,Guantes,9,65000
4570,Barranquilla,Tienda Sur,Deportes,Bicicleta,1,1800000
4571,Cartagena,Tienda Sur,Hogar,Microondas,10,450000
4572,Cali,Tienda Centro,Hogar,Microondas,16,450000
4573,Bogotá,Tienda Occidente,Deportes,Balón,4,90000
4574,Medellín,Tienda Centro,Deportes,Caminadora,6,3200000
4575,Cartagena,Tienda Norte,Tecnología,Portatil,4,2500000
4576,Barranquilla,Tienda Occidente,Hogar,Licuadora,13,180000
4577,Cali,Tienda Centro,Hogar,Licuadora,12,180000
4578,Cali,Tienda Premium,Tecnología,Mouse,13,45000
4579,Bogotá,Tienda Occidente,Deportes,Pesas,11,250000
4580,Medellín,Tienda Norte,Tecnología,Teclado,19,85000
4581,Bogotá,Tienda Norte,Tecnología,Impresora,7,600000
4582,Barranquilla,Tienda Premium,Hogar,Ventilador,16,250000
4583,Bogotá,Tienda Centro,Tecnología,Mouse,10,45000
4584,Cali,Tienda Occidente,Deportes,Pesas,9,250000
4585,Medellín,Tienda Centro,Deportes,Pesas,10,250000
4586,Bogotá,Tienda Occidente,Hogar,Licuadora,18,180000
4587,Cali,Tienda Centro,Tecnología,Impresora,10,600000
4588,Medellín,Tienda Norte,Deportes,Caminadora,13,3200000
4589,Bogotá,Tienda Occidente,Tecnología,Monitor,11,750000
4590,Barranquilla,Tienda Centro,Tecnología,Teclado,3,85000
4591,Bogotá,Tienda Centro,Hogar,Ventilador,2,250000
4592,Bogotá,Tienda Centro,Deportes,Pesas,16,250000
4593,Cali,Tienda Premium,Deportes,Pesas,9,250000
4594,Barranquilla,Tienda Norte,Deportes,Bicicleta,8,1800000
4595,Cali,Tienda Occidente,Deportes,Guantes,5,65000
4596,Bogotá,Tienda Norte,Hogar,Cafetera,17,120000
4597,Barranquilla,Tienda Occidente,Hogar,Cafetera,18,120000
4598,Medellín,Tienda Centro,Tecnología,Portatil,20,2500000
4599,Cartagena,Tienda Occidente,Tecnología,Impresora,6,600000
4600,Bogotá,Tienda Sur,Hogar,Microondas,11,450000
4601,Medellín,Tienda Centro,Tecnología,Impresora,14,600000
4602,Cartagena,Tienda Norte,Deportes,Bicicleta,7,1800000
4603,Cartagena,Tienda Norte,Deportes,Balón,12,90000
4604,Medellín,Tienda Premium,Deportes,Bicicleta,11,1800000
4605,Medellín,Tienda Sur,Deportes,Guantes,13,65000
4606,Cartagena,Tienda Premium,Deportes,Caminadora,2,3200000
4607,Bogotá,Tienda Occidente,Deportes,Caminadora,18,3200000
4608,Cali,Tienda Centro,Tecnología,Portatil,12,2500000
4609,Cartagena,Tienda Premium,Tecnología,Mouse,14,45000
4610,Barranquilla,Tienda Centro,Tecnología,Impresora,12,600000
4611,Medellín,Tienda Occidente,Tecnología,Teclado,6,85000
4612,Medellín,Tienda Premium,Hogar,Cafetera,16,120000
4613,Cali,Tienda Centro,Tecnología,Portatil,17,2500000
4614,Medellín,Tienda Sur,Deportes,Pesas,4,250000
4615,Cartagena,Tienda Centro,Tecnología,Teclado,20,85000
4616,Cartagena,Tienda Occidente,Tecnología,Impresora,16,600000
4617,Barranquilla,Tienda Norte,Hogar,Microondas,16,450000
4618,Cali,Tienda Premium,Tecnología,Impresora,2,600000
4619,Medellín,Tienda Centro,Hogar,Microondas,9,450000
4620,Barranquilla,Tienda Premium,Deportes,Pesas,4,250000
4621,Cali,Tienda Centro,Deportes,Bicicleta,11,1800000
4622,Cartagena,Tienda Occidente,Hogar,Cafetera,4,120000
4623,Medellín,Tienda Sur,Deportes,Bicicleta,15,1800000
4624,Barranquilla,Tienda Occidente,Deportes,Caminadora,6,3200000
4625,Barranquilla,Tienda Premium,Tecnología,Portatil,4,2500000
4626,Medellín,Tienda Sur,Hogar,Microondas,19,450000
4627,Barranquilla,Tienda Premium,Tecnología,Impresora,7,600000
4628,Bogotá,Tienda Sur,Hogar,Ventilador,2,250000
4629,Cartagena,Tienda Occidente,Tecnología,Portatil,20,2500000
4630,Cartagena,Tienda Premium,Tecnología,Mouse,7,45000
4631,Medellín,Tienda Occidente,Hogar,Ventilador,18,250000
4632,Bogotá,Tienda Sur,Deportes,Bicicleta,12,1800000
4633,Bogotá,Tienda Occidente,Deportes,Caminadora,20,3200000
4634,Cali,Tienda Occidente,Hogar,Nevera,3,2200000
4635,Medellín,Tienda Premium,Deportes,Balón,16,90000
4636,Medellín,Tienda Sur,Deportes,Guantes,8,65000
4637,Cali,Tienda Premium,Deportes,Bicicleta,17,1800000
4638,Bogotá,Tienda Centro,Deportes,Guantes,17,65000
4639,Bogotá,Tienda Sur,Deportes,Pesas,13,250000
4640,Cartagena,Tienda Occidente,Deportes,Pesas,14,250000
4641,Bogotá,Tienda Centro,Hogar,Ventilador,7,250000
4642,Bogotá,Tienda Sur,Tecnología,Impresora,11,600000
4643,Bogotá,Tienda Occidente,Deportes,Bicicleta,7,1800000
4644,Bogotá,Tienda Occidente,Tecnología,Mouse,8,45000
4645,Cartagena,Tienda Norte,Deportes,Balón,10,90000
4646,Bogotá,Tienda Occidente,Tecnología,Mouse,12,45000
4647,Bogotá,Tienda Norte,Tecnología,Mouse,5,45000
4648,Cartagena,Tienda Centro,Tecnología,Monitor,7,750000
4649,Barranquilla,Tienda Occidente,Hogar,Licuadora,4,180000
4650,Cali,Tienda Occidente,Deportes,Bicicleta,19,1800000
4651,Medellín,Tienda Premium,Hogar,Cafetera,15,120000
4652,Medellín,Tienda Sur,Tecnología,Monitor,3,750000
4653,Bogotá,Tienda Sur,Tecnología,Impresora,3,600000
4654,Barranquilla,Tienda Occidente,Deportes,Caminadora,14,3200000
4655,Barranquilla,Tienda Sur,Deportes,Pesas,5,250000
4656,Barranquilla,Tienda Sur,Tecnología,Portatil,5,2500000
4657,Cartagena,Tienda Sur,Tecnología,Impresora,15,600000
4658,Bogotá,Tienda Occidente,Tecnología,Monitor,5,750000
4659,Bogotá,Tienda Occidente,Hogar,Cafetera,6,120000
4660,Cali,Tienda Sur,Hogar,Nevera,7,2200000
4661,Bogotá,Tienda Occidente,Tecnología,Impresora,20,600000
4662,Cali,Tienda Occidente,Tecnología,Mouse,15,45000
4663,Bogotá,Tienda Occidente,Tecnología,Impresora,10,600000
4664,Cali,Tienda Occidente,Hogar,Licuadora,7,180000
4665,Bogotá,Tienda Norte,Tecnología,Monitor,3,750000
4666,Cali,Tienda Occidente,Hogar,Nevera,12,2200000
4667,Cali,Tienda Occidente,Tecnología,Mouse,12,45000
4668,Barranquilla,Tienda Sur,Hogar,Ventilador,10,250000
4669,Cali,Tienda Norte,Hogar,Ventilador,3,250000
4670,Cali,Tienda Occidente,Hogar,Licuadora,20,180000
4671,Barranquilla,Tienda Premium,Tecnología,Teclado,5,85000
4672,Barranquilla,Tienda Premium,Deportes,Bicicleta,2,1800000
4673,Barranquilla,Tienda Sur,Tecnología,Mouse,18,45000
4674,Medellín,Tienda Centro,Deportes,Pesas,16,250000
4675,Cali,Tienda Occidente,Hogar,Cafetera,1,120000
4676,Cartagena,Tienda Centro,Deportes,Pesas,18,250000
4677,Cartagena,Tienda Centro,Deportes,Guantes,1,65000
4678,Cartagena,Tienda Centro,Hogar,Licuadora,7,180000
4679,Barranquilla,Tienda Norte,Deportes,Caminadora,18,3200000
4680,Medellín,Tienda Sur,Hogar,Ventilador,20,250000
4681,Barranquilla,Tienda Occidente,Tecnología,Teclado,6,85000
4682,Bogotá,Tienda Norte,Hogar,Microondas,7,450000
4683,Medellín,Tienda Sur,Deportes,Balón,8,90000
4684,Cali,Tienda Sur,Deportes,Caminadora,5,3200000
4685,Medellín,Tienda Premium,Hogar,Ventilador,8,250000
4686,Bogotá,Tienda Norte,Hogar,Microondas,1,450000
4687,Cartagena,Tienda Occidente,Deportes,Caminadora,12,3200000
4688,Medellín,Tienda Centro,Deportes,Pesas,3,250000
4689,Cartagena,Tienda Sur,Deportes,Pesas,11,250000
4690,Cartagena,Tienda Sur,Hogar,Cafetera,2,120000
4691,Cali,Tienda Centro,Tecnología,Teclado,16,85000
4692,Bogotá,Tienda Sur,Deportes,Caminadora,14,3200000
4693,Bogotá,Tienda Centro,Deportes,Pesas,13,250000
4694,Cartagena,Tienda Norte,Hogar,Nevera,7,2200000
4695,Barranquilla,Tienda Occidente,Deportes,Balón,7,90000
4696,Cali,Tienda Premium,Tecnología,Impresora,6,600000
4697,Cartagena,Tienda Sur,Deportes,Caminadora,8,3200000
4698,Cartagena,Tienda Occidente,Deportes,Guantes,18,65000
4699,Cali,Tienda Centro,Tecnología,Monitor,19,750000
4700,Medellín,Tienda Sur,Hogar,Cafetera,2,120000
4701,Cartagena,Tienda Occidente,Tecnología,Teclado,9,85000
4702,Medellín,Tienda Norte,Hogar,Cafetera,7,120000
4703,Bogotá,Tienda Occidente,Hogar,Microondas,2,450000
4704,Bogotá,Tienda Norte,Hogar,Ventilador,10,250000
4705,Medellín,Tienda Premium,Deportes,Guantes,1,65000
4706,Medellín,Tienda Norte,Tecnología,Impresora,15,600000
4707,Cartagena,Tienda Premium,Tecnología,Portatil,17,2500000
4708,Cartagena,Tienda Occidente,Deportes,Bicicleta,9,1800000
4709,Cartagena,Tienda Centro,Deportes,Guantes,2,65000
4710,Barranquilla,Tienda Premium,Tecnología,Teclado,10,85000
4711,Cartagena,Tienda Centro,Tecnología,Monitor,5,750000
4712,Cartagena,Tienda Premium,Tecnología,Portatil,20,2500000
4713,Cali,Tienda Occidente,Deportes,Bicicleta,18,1800000
4714,Barranquilla,Tienda Sur,Tecnología,Mouse,16,45000
4715,Medellín,Tienda Centro,Tecnología,Teclado,4,85000
4716,Cartagena,Tienda Premium,Tecnología,Teclado,3,85000
4717,Cartagena,Tienda Centro,Hogar,Nevera,19,2200000
4718,Medellín,Tienda Premium,Tecnología,Impresora,10,600000
4719,Cali,Tienda Occidente,Tecnología,Monitor,12,750000
4720,Bogotá,Tienda Norte,Tecnología,Monitor,16,750000
4721,Medellín,Tienda Centro,Hogar,Licuadora,12,180000
4722,Cali,Tienda Premium,Tecnología,Portatil,16,2500000
4723,Barranquilla,Tienda Occidente,Deportes,Bicicleta,2,1800000
4724,Medellín,Tienda Centro,Deportes,Bicicleta,7,1800000
4725,Bogotá,Tienda Occidente,Tecnología,Mouse,1,45000
4726,Bogotá,Tienda Centro,Deportes,Bicicleta,20,1800000
4727,Bogotá,Tienda Occidente,Tecnología,Teclado,18,85000
4728,Barranquilla,Tienda Sur,Deportes,Bicicleta,19,1800000
4729,Medellín,Tienda Norte,Tecnología,Teclado,8,85000
4730,Cartagena,Tienda Occidente,Tecnología,Impresora,15,600000
4731,Medellín,Tienda Premium,Tecnología,Mouse,1,45000
4732,Cartagena,Tienda Centro,Hogar,Ventilador,18,250000
4733,Cartagena,Tienda Premium,Tecnología,Monitor,5,750000
4734,Cali,Tienda Centro,Deportes,Pesas,9,250000
4735,Cali,Tienda Sur,Tecnología,Monitor,17,750000
4736,Cartagena,Tienda Premium,Tecnología,Mouse,14,45000
4737,Cartagena,Tienda Occidente,Hogar,Cafetera,20,120000
4738,Bogotá,Tienda Sur,Hogar,Nevera,10,2200000
4739,Cartagena,Tienda Premium,Hogar,Microondas,10,450000
4740,Cali,Tienda Centro,Deportes,Balón,8,90000
4741,Medellín,Tienda Centro,Deportes,Balón,10,90000
4742,Cartagena,Tienda Occidente,Deportes,Pesas,2,250000
4743,Cali,Tienda Norte,Tecnología,Portatil,15,2500000
4744,Cartagena,Tienda Sur,Hogar,Microondas,17,450000
4745,Bogotá,Tienda Norte,Tecnología,Monitor,13,750000
4746,Bogotá,Tienda Centro,Hogar,Ventilador,2,250000
4747,Medellín,Tienda Sur,Tecnología,Mouse,4,45000
4748,Medellín,Tienda Premium,Tecnología,Impresora,6,600000
4749,Medellín,Tienda Sur,Deportes,Balón,20,90000
4750,Bogotá,Tienda Centro,Tecnología,Impresora,6,600000
4751,Barranquilla,Tienda Premium,Hogar,Cafetera,20,120000
4752,Medellín,Tienda Sur,Deportes,Caminadora,19,3200000
4753,Cali,Tienda Centro,Deportes,Guantes,19,65000
4754,Cali,Tienda Centro,Hogar,Nevera,4,2200000
4755,Medellín,Tienda Norte,Deportes,Guantes,19,65000
4756,Medellín,Tienda Centro,Hogar,Microondas,1,450000
4757,Medellín,Tienda Occidente,Tecnología,Mouse,18,45000
4758,Bogotá,Tienda Centro,Tecnología,Teclado,7,85000
4759,Cali,Tienda Norte,Deportes,Guantes,2,65000
4760,Cartagena,Tienda Sur,Deportes,Balón,5,90000
4761,Cali,Tienda Norte,Deportes,Pesas,18,250000
4762,Cartagena,Tienda Sur,Deportes,Caminadora,5,3200000
4763,Cali,Tienda Occidente,Tecnología,Portatil,1,2500000
4764,Cali,Tienda Centro,Deportes,Caminadora,13,3200000
4765,Cali,Tienda Premium,Hogar,Licuadora,15,180000
4766,Bogotá,Tienda Occidente,Deportes,Balón,9,90000
4767,Barranquilla,Tienda Premium,Tecnología,Impresora,13,600000
4768,Cali,Tienda Occidente,Hogar,Cafetera,4,120000
4769,Cali,Tienda Norte,Deportes,Pesas,3,250000
4770,Cartagena,Tienda Sur,Hogar,Cafetera,7,120000
4771,Bogotá,Tienda Premium,Deportes,Caminadora,2,3200000
4772,Medellín,Tienda Premium,Tecnología,Mouse,7,45000
4773,Barranquilla,Tienda Occidente,Deportes,Balón,11,90000
4774,Medellín,Tienda Norte,Deportes,Guantes,6,65000
4775,Barranquilla,Tienda Premium,Deportes,Caminadora,19,3200000
4776,Medellín,Tienda Norte,Hogar,Microondas,16,450000
4777,Barranquilla,Tienda Norte,Tecnología,Monitor,7,750000
4778,Cali,Tienda Centro,Tecnología,Teclado,9,85000
4779,Cartagena,Tienda Sur,Hogar,Cafetera,20,120000
4780,Cartagena,Tienda Premium,Tecnología,Monitor,15,750000
4781,Cartagena,Tienda Premium,Tecnología,Monitor,14,750000
4782,Barranquilla,Tienda Norte,Deportes,Guantes,17,65000
4783,Medellín,Tienda Centro,Tecnología,Teclado,14,85000
4784,Cali,Tienda Occidente,Deportes,Guantes,17,65000
4785,Cali,Tienda Norte,Hogar,Nevera,8,2200000
4786,Cartagena,Tienda Premium,Hogar,Nevera,17,2200000
4787,Medellín,Tienda Norte,Deportes,Caminadora,8,3200000
4788,Cali,Tienda Centro,Deportes,Balón,16,90000
4789,Medellín,Tienda Sur,Hogar,Licuadora,17,180000
4790,Barranquilla,Tienda Centro,Tecnología,Mouse,17,45000
4791,Cali,Tienda Occidente,Tecnología,Portatil,4,2500000
4792,Cali,Tienda Occidente,Deportes,Balón,8,90000
4793,Cartagena,Tienda Centro,Hogar,Licuadora,8,180000
4794,Medellín,Tienda Sur,Hogar,Cafetera,10,120000
4795,Barranquilla,Tienda Premium,Hogar,Microondas,14,450000
4796,Barranquilla,Tienda Norte,Tecnología,Teclado,9,85000
4797,Barranquilla,Tienda Norte,Hogar,Licuadora,6,180000
4798,Medellín,Tienda Occidente,Tecnología,Mouse,20,45000
4799,Bogotá,Tienda Occidente,Hogar,Ventilador,7,250000
4800,Cartagena,Tienda Premium,Hogar,Microondas,17,450000
4801,Cali,Tienda Sur,Tecnología,Monitor,9,750000
4802,Medellín,Tienda Premium,Tecnología,Teclado,9,85000
4803,Cali,Tienda Premium,Tecnología,Impresora,12,600000
4804,Cartagena,Tienda Premium,Tecnología,Portatil,18,2500000
4805,Cali,Tienda Centro,Deportes,Balón,4,90000
4806,Barranquilla,Tienda Norte,Deportes,Pesas,19,250000
4807,Barranquilla,Tienda Occidente,Hogar,Licuadora,12,180000
4808,Barranquilla,Tienda Premium,Deportes,Pesas,16,250000
4809,Bogotá,Tienda Premium,Deportes,Bicicleta,17,1800000
4810,Cartagena,Tienda Norte,Tecnología,Monitor,6,750000
4811,Bogotá,Tienda Sur,Hogar,Ventilador,13,250000
4812,Medellín,Tienda Occidente,Deportes,Caminadora,12,3200000
4813,Cartagena,Tienda Premium,Hogar,Nevera,11,2200000
4814,Barranquilla,Tienda Centro,Tecnología,Mouse,20,45000
4815,Bogotá,Tienda Norte,Tecnología,Impresora,11,600000
4816,Cali,Tienda Occidente,Deportes,Bicicleta,4,1800000
4817,Medellín,Tienda Centro,Tecnología,Teclado,13,85000
4818,Medellín,Tienda Occidente,Deportes,Pesas,15,250000
4819,Barranquilla,Tienda Sur,Deportes,Caminadora,4,3200000
4820,Medellín,Tienda Centro,Hogar,Cafetera,4,120000
4821,Medellín,Tienda Sur,Tecnología,Teclado,3,85000
4822,Medellín,Tienda Centro,Hogar,Licuadora,11,180000
4823,Cali,Tienda Sur,Hogar,Nevera,10,2200000
4824,Medellín,Tienda Premium,Hogar,Cafetera,15,120000
4825,Bogotá,Tienda Norte,Deportes,Bicicleta,8,1800000
4826,Medellín,Tienda Centro,Hogar,Licuadora,1,180000
4827,Cali,Tienda Premium,Hogar,Cafetera,12,120000
4828,Medellín,Tienda Centro,Tecnología,Portatil,15,2500000
4829,Cali,Tienda Premium,Deportes,Balón,17,90000
4830,Medellín,Tienda Occidente,Tecnología,Impresora,17,600000
4831,Cali,Tienda Occidente,Deportes,Pesas,17,250000
4832,Barranquilla,Tienda Occidente,Deportes,Bicicleta,20,1800000
4833,Bogotá,Tienda Occidente,Deportes,Pesas,17,250000
4834,Bogotá,Tienda Sur,Deportes,Guantes,7,65000
4835,Medellín,Tienda Premium,Deportes,Balón,18,90000
4836,Cali,Tienda Occidente,Tecnología,Monitor,3,750000
4837,Bogotá,Tienda Centro,Hogar,Nevera,10,2200000
4838,Medellín,Tienda Norte,Deportes,Balón,11,90000
4839,Bogotá,Tienda Occidente,Deportes,Caminadora,14,3200000
4840,Cali,Tienda Occidente,Deportes,Caminadora,15,3200000
4841,Bogotá,Tienda Centro,Deportes,Bicicleta,11,1800000
4842,Cali,Tienda Premium,Deportes,Bicicleta,3,1800000
4843,Cartagena,Tienda Occidente,Deportes,Pesas,5,250000
4844,Cartagena,Tienda Occidente,Tecnología,Portatil,10,2500000
4845,Cartagena,Tienda Centro,Tecnología,Portatil,14,2500000
4846,Cartagena,Tienda Norte,Deportes,Pesas,16,250000
4847,Bogotá,Tienda Premium,Hogar,Cafetera,17,120000
4848,Cartagena,Tienda Sur,Tecnología,Teclado,15,85000
4849,Barranquilla,Tienda Premium,Tecnología,Mouse,1,45000
4850,Medellín,Tienda Centro,Deportes,Balón,17,90000
4851,Barranquilla,Tienda Premium,Deportes,Bicicleta,6,1800000
4852,Medellín,Tienda Occidente,Tecnología,Mouse,11,45000
4853,Cali,Tienda Occidente,Tecnología,Impresora,5,600000
4854,Bogotá,Tienda Sur,Deportes,Caminadora,4,3200000
4855,Medellín,Tienda Premium,Tecnología,Monitor,8,750000
4856,Cali,Tienda Sur,Hogar,Nevera,6,2200000
4857,Cali,Tienda Norte,Hogar,Licuadora,14,180000
4858,Cali,Tienda Centro,Hogar,Ventilador,5,250000
4859,Medellín,Tienda Premium,Deportes,Pesas,16,250000
4860,Medellín,Tienda Norte,Tecnología,Portatil,11,2500000
4861,Barranquilla,Tienda Sur,Hogar,Microondas,2,450000
4862,Barranquilla,Tienda Norte,Tecnología,Portatil,18,2500000
4863,Bogotá,Tienda Norte,Tecnología,Impresora,18,600000
4864,Cali,Tienda Premium,Deportes,Bicicleta,6,1800000
4865,Barranquilla,Tienda Centro,Tecnología,Impresora,10,600000
4866,Cartagena,Tienda Centro,Deportes,Pesas,11,250000
4867,Medellín,Tienda Sur,Deportes,Balón,17,90000
4868,Barranquilla,Tienda Premium,Hogar,Ventilador,19,250000
4869,Barranquilla,Tienda Occidente,Deportes,Balón,17,90000
